Sub-SN,Part Number,Station1 Measurement,Station2 Measurement,Station3 Measurement,Station4 Measurement,Station5 Measurement,Station6 Measurement,Station7 Measurement,Station8 Measurement,Station9 Measurement,Station10 Measurement
SBN00001515,PCB0003,10.127,10.267,9.991,10.42,10.875,10.718,10.031,9.741,10.175,9.693
SBN00001516,PCB0003,9.599,9.851,10.329,10.708,9.9,9.506,10.246,10.5,10.002,9.856
SBN00001517,PCB0001,10.008,10.428,9.513,14.256,9.971,10.591,8.905,9.45,9.697,9.789
SBN00001518,PCB0002,10.17,8.99,9.918,9.757,10.031,9.731,10.408,9.476,10.251,9.39
SBN00001519,PCB0002,10.596,10.63,9.649,9.559,10.286,10.12,10.172,10.026,10.573,9.842
SBN00001520,PCB0003,9.775,10.393,10.09,10.439,10.433,9.055,10.324,10.485,11.344,9.48
SBN00001521,PCB0003,9.87,10.632,9.543,10.847,10.152,10.066,9.723,10.364,10.02,9.825
SBN00001522,PCB0002,10.165,10.019,10.3,9.565,9.658,9.095,8.805,10.254,9.739,10.215
SBN00001523,PCB0002,10.466,9.191,10.283,10.564,10.419,9.578,9.242,10.192,10.327,10.272
SBN00001524,PCB0001,8.569,9.069,9.893,10.517,10.111,9.819,10.479,10.514,9.203,10.404
SBN00001525,PCB0003,10.157,10.287,9.636,10.242,9.077,9.244,9.631,10.447,10.911,9.862
SBN00001526,PCB0002,9.403,10.554,10.06,9.036,9.534,10.612,9.925,9.271,11.167,10.275
SBN00001527,PCB0003,9.726,10.363,10.27,14.993,9.582,9.365,10.384,9.075,10.233,9.794
SBN00001528,PCB0001,10.566,10.504,9.629,9.991,9.8,9.275,9.711,9.814,10.44,10.056
SBN00001529,PCB0003,9.078,10.144,10.214,15.534,9.83,9.583,9.777,9.868,9.803,10.145
SBN00001530,PCB0002,9.815,9.648,10.856,16.024,9.902,10.441,9.699,10.072,9.79,10.142
SBN00001531,PCB0003,9.414,9.352,10.837,14.794,10.007,10.028,9.985,9.925,9.606,10.062
SBN00001532,PCB0003,9.278,10.887,10.083,9.831,8.913,10.18,10.571,9.499,10.336,10.428
SBN00001533,PCB0002,10.044,9.641,10.13,10.196,9.734,10.444,10.145,10.037,9.696,9.672
SBN00001534,PCB0001,10.211,10.554,10.736,10.316,10.391,10.806,11.025,9.949,9.239,10.091
SBN00001535,PCB0002,9.544,10.16,10.784,9.229,9.804,10.503,10.277,9.305,9.507,10.263
SBN00001536,PCB0001,10.048,9.67,10.359,9.706,9.926,9.651,10.141,10.362,10.51,10.388
SBN00001537,PCB0003,9.878,10.834,9.985,10.887,9.75,10.334,10.159,9.852,9.989,9.617
SBN00001538,PCB0002,10.085,10.696,9.749,9.345,10.358,9.581,10.496,10.347,9.383,10.096
SBN00001539,PCB0003,10.128,9.897,10.029,10.079,9.36,10.256,9.523,10.608,9.756,9.452
SBN00001540,PCB0001,9.812,9.896,10.214,10.384,10.66,10.641,10.315,10.373,9.656,9.981
SBN00001541,PCB0003,10.115,10.127,9.937,9.558,10.533,9.965,9.987,9.324,10.899,10.593
SBN00001542,PCB0002,10.448,10.444,9.504,9.679,9.364,9.855,9.927,10.014,9.632,9.68
SBN00001543,PCB0003,10.508,9.735,9.664,9.825,9.727,10.621,9.441,10.379,10.117,9.87
SBN00001544,PCB0002,10.749,9.83,9.334,9.63,9.631,9.471,9.989,10.715,9.702,10.213
SBN00001545,PCB0003,9.699,9.633,9.853,9.316,10.079,10.436,9.554,10.78,9.675,10.723
SBN00001546,PCB0003,10.091,9.676,10.571,10.003,9.806,9.672,9.68,9.421,9.635,9.875
SBN00001547,PCB0002,10.297,8.887,10.524,10.029,9.331,8.467,9.901,9.593,9.792,10.109
SBN00001548,PCB0001,9.425,10.895,10.506,10.328,10.777,9.832,9.63,9.372,10.283,10.3
SBN00001549,PCB0003,9.888,10.38,10.188,9.763,10.479,9.163,10.223,10.521,10.33,9.771
SBN00001550,PCB0001,8.852,9.948,10.212,10.793,10.488,9.909,9.986,9.443,9.569,10.135
SBN00001551,PCB0001,9.108,9.341,9.726,9.654,10.312,9.013,9.78,10.085,9.662,10.217
SBN00001552,PCB0003,9.068,10.516,10.018,9.838,10.576,10.572,10.492,10.551,9.984,10.723
SBN00001553,PCB0002,10.5,10.135,9.982,10.479,10.24,11.067,10.138,10.008,10.204,9.374
SBN00001554,PCB0003,11.368,9.828,10.12,8.735,10.071,10.187,9.349,9.845,10.662,10.035
SBN00001555,PCB0002,9.056,10.07,9.728,9.929,9.868,9.341,10.158,10.481,10.014,10.864
SBN00001556,PCB0002,10.202,9.78,9.92,9.549,10.604,10.5,9.579,10.289,9.298,10.162
SBN00001557,PCB0003,9.86,10.312,9.892,10.501,9.346,10.648,10.482,9.876,9.881,10.438
SBN00001558,PCB0001,10.066,11.749,9.929,10.036,10.07,9.696,10.37,10.488,10.367,10.173
SBN00001559,PCB0002,10.073,9.107,10.243,10.81,10.567,10.521,10.402,9.543,10.953,9.69
SBN00001560,PCB0002,10.435,10.673,9.709,10.16,10.44,10.076,9.843,10.644,11.062,9.288
SBN00001561,PCB0002,9.584,10.315,10.073,10.351,9.839,10.083,10.147,10.61,9.096,9.96
SBN00001562,PCB0003,10.045,10.277,10.868,10.494,9.715,10.906,10.284,10.29,9.353,10.125
SBN00001563,PCB0002,10.289,10.226,10.224,9.441,9.939,8.985,9.631,9.216,10.843,9.474
SBN00001564,PCB0002,9.438,9.765,10.603,9.712,10.086,10.285,10.413,9.489,10.85,10.105
SBN00001565,PCB0001,10.738,10.034,10.045,9.631,10.25,9.119,9.434,10.245,10.196,10.929
SBN00001566,PCB0001,10.346,10.28,9.361,10.336,9.384,9.801,10.555,9.295,10.062,9.902
SBN00001567,PCB0003,9.569,9.382,10.082,9.925,9.352,10.303,10.499,9.426,9.56,10.14
SBN00001568,PCB0003,10.683,9.62,11.452,14.76,10.933,9.75,10.137,10.127,10.133,10.945
SBN00001569,PCB0002,9.795,8.909,10.802,10.14,10.365,9.568,10.214,10.321,10.516,10.325
SBN00001570,PCB0002,9.59,9.061,9.722,10.205,10.013,9.31,9.053,9.339,10.077,9.816
SBN00001571,PCB0003,10.113,9.61,11.018,10.653,10.624,9.646,10.701,9.97,9.547,9.083
SBN00001572,PCB0001,10.378,10.218,9.827,10.728,10.336,9.886,9.46,9.694,9.669,10.901
SBN00001573,PCB0001,10.556,10.189,9.982,10.405,10.097,10.228,9.256,10.381,10.172,10.362
SBN00001574,PCB0001,10.25,9.364,9.774,9.361,9.668,10.133,10.062,10.689,9.355,10.658
SBN00001575,PCB0002,9.809,10.773,9.268,10.413,10.19,10.119,10.589,10.614,9.87,9.82
SBN00001576,PCB0001,10.33,10.289,9.774,10.041,10.338,9.823,10.688,9.596,10.486,9.723
SBN00001577,PCB0002,9.943,9.493,10.023,15.073,8.939,10.335,10.062,9.36,10.97,9.832
SBN00001578,PCB0003,10.638,11.173,9.369,10.044,9.897,9.872,10.056,9.869,10.292,10.93
SBN00001579,PCB0001,9.735,10.008,10.622,10.216,9.367,10.02,9.131,10.784,9.965,9.481
SBN00001580,PCB0003,10.863,9.619,11.062,14.703,11.113,10.145,9.882,10.439,10.437,10.646
SBN00001581,PCB0002,9.847,10.189,10.284,15.483,9.228,9.958,9.882,10.584,10.996,9.775
SBN00001582,PCB0003,9.83,10.926,10.43,9.405,9.039,10.139,9.612,10.565,9.868,10.557
SBN00001583,PCB0003,10.138,9.201,10.2,10.7,10.026,10.54,10.432,10.14,10.219,11.719
SBN00001584,PCB0002,10.018,9.838,11.129,14.339,9.689,9.765,9.42,9.581,9.371,9.626
SBN00001585,PCB0002,10.748,9.949,10.149,9.958,10.242,9.969,10.691,9.992,8.856,10.349
SBN00001586,PCB0002,8.596,10.078,9.428,10.42,9.729,8.869,9.427,10.36,9.825,9.784
SBN00001587,PCB0003,10.971,9.711,10.051,10.462,9.91,8.965,10.264,10.305,9.259,10.734
SBN00001588,PCB0003,10.005,10.562,10.084,10.3,9.219,10.739,9.427,9.443,9.854,9.815
SBN00001589,PCB0003,10.919,10.723,9.686,9.85,9.525,10.103,9.388,10.784,10.578,9.913
SBN00001590,PCB0002,10.751,9.634,9.411,10.172,10.163,9.71,10.333,9.718,10.563,10.268
SBN00001591,PCB0003,9.949,8.593,10.21,9.848,9.113,10.374,10.441,10.78,10.294,10.01
SBN00001592,PCB0003,9.15,10.989,9.829,9.022,9.72,9.493,9.432,10.482,9.809,10.881
SBN00001593,PCB0001,10.274,10.226,10.222,9.795,9.586,11.028,10.53,10.369,9.955,10.164
SBN00001594,PCB0002,10.559,10.341,11.175,9.302,9.641,10.356,9.96,9.266,10.333,10.354
SBN00001595,PCB0002,10.388,9.998,10.315,10.474,9.824,10.377,10.166,8.81,9.91,9.287
SBN00001596,PCB0002,10.879,9.506,9.627,10.027,9.749,10.201,10.172,10.489,9.252,10.04
SBN00001597,PCB0003,9.768,10.031,9.067,10.2,9.919,9.546,9.347,9.744,9.986,9.523
SBN00001598,PCB0003,8.989,10.049,10.8,10.945,9.922,10.322,10.219,9.97,9.99,10.187
SBN00001599,PCB0002,9.828,9.712,10.032,9.797,10.082,9.236,9.557,10.385,10.92,9.854
SBN00001600,PCB0002,10.845,9.664,9.406,10.285,10.648,9.575,10.298,9.37,8.895,10.666
SBN00001601,PCB0002,10.429,9.744,10.184,10.203,9.863,9.864,10.183,10.378,10.649,10.441
SBN00001602,PCB0001,10.317,9.859,9.42,10.383,10.389,9.934,10.289,10.241,10.547,10.443
SBN00001603,PCB0001,9.848,9.6,10.142,9.22,10.736,10.499,10.075,9.515,9.929,10.085
SBN00001604,PCB0001,9.627,9.391,10.802,9.643,10.283,9.354,9.87,10.661,9.734,9.096
SBN00001605,PCB0002,10.398,10.901,10.663,10.912,10.651,9.512,9.957,9.969,9.446,9.249
SBN00001606,PCB0002,9.758,9.649,10.637,10.598,9.86,10.18,10.03,10.448,10.42,10.63
SBN00001607,PCB0003,10.587,9.652,9.396,10.455,10.312,9.23,9.01,9.716,9.827,10.311
SBN00001608,PCB0001,9.966,9.615,10.049,10.129,9.402,10.591,9.552,9.836,10.298,9.236
SBN00001609,PCB0002,10.523,10.385,10.305,11.277,9.95,10.48,9.563,10.107,9.825,9.95
SBN00001610,PCB0003,9.58,9.604,9.415,15.053,10.551,10.097,9.435,10.042,10.881,9.831
SBN00001611,PCB0003,10.149,9.903,9.621,9.943,9.365,9.25,9.335,9.896,9.934,10.113
SBN00001612,PCB0003,9.349,10.683,10.441,9.064,9.89,9.647,10.187,10.643,10.267,10.195
SBN00001613,PCB0001,10.304,9.975,9.388,10.666,9.885,10.161,10.337,9.558,9.641,10.655
SBN00001614,PCB0001,9.728,9.831,9.502,14.989,9.838,10.465,11.355,10.562,10.412,10.541
SBN00001615,PCB0002,9.566,10.418,10.055,10.527,9.819,9.767,10.314,10.079,9.512,9.964
SBN00001616,PCB0003,9.077,9.312,9.985,9.463,9.918,9.574,9.714,10.305,9.369,9.816
SBN00001617,PCB0002,10.783,10.361,10.615,9.398,11.009,10.176,10.395,9.904,9.005,10.53
SBN00001618,PCB0002,10.57,9.706,10.664,10.035,10.252,10.123,9.6,10.429,10.493,10.022
SBN00001619,PCB0002,10.88,10.565,10.241,10.363,9.296,9.944,10.735,9.677,9.509,9.616
SBN00001620,PCB0002,9.746,10.407,9.283,9.531,9.803,10.231,10.257,9.902,10.185,10.714
SBN00001621,PCB0003,9.764,10.762,9.875,9.642,10.013,9.466,9.158,9.947,9.918,10.577
SBN00001622,PCB0002,9.448,9.012,9.906,11.026,9.889,9.68,9.499,9.331,9.284,8.864
SBN00001623,PCB0001,9.642,9.01,10.537,10.156,10.499,10.538,9.59,10.112,10.826,10.267
SBN00001624,PCB0003,10.681,10.032,10.727,9.552,9.609,10.559,9.626,10.864,9.238,10.506
SBN00001625,PCB0002,9.677,10.621,10.525,9.596,9.029,10.55,10.256,10.333,9.151,9.944
SBN00001626,PCB0003,9.774,9.99,10.017,14.563,10.372,9.851,9.691,10.827,10.115,9.466
SBN00001627,PCB0002,10.22,9.663,10.486,10.01,10.533,10.06,9.853,8.445,9.572,9.759
SBN00001628,PCB0003,10.866,10.42,9.538,9.522,10.56,9.946,9.946,9.947,10.741,10.421
SBN00001629,PCB0002,10.618,10.363,10.295,10.438,8.979,10.164,9.834,9.411,11.113,10.22
SBN00001630,PCB0003,9.331,10.825,10.562,9.994,10.075,10.707,9.701,9.343,9.922,9.903
SBN00001631,PCB0001,10.424,9.659,9.881,10.303,10.219,9.273,10.24,10.251,9.576,9.598
SBN00001632,PCB0001,10.272,9.683,9.616,9.495,10.064,9.025,9.408,9.869,9.79,10.093
SBN00001633,PCB0002,10.266,10.343,10.296,10.163,9.662,9.222,10.088,10.164,10.62,10.317
SBN00001634,PCB0001,10.666,9.809,9.595,9.847,10.278,10.438,9.919,10.161,9.579,10.384
SBN00001635,PCB0002,10.108,9.741,9.897,9.817,9.819,10.374,9.588,10.464,9.79,11.169
SBN00001636,PCB0002,10.394,10.478,9.891,9.761,10.386,9.762,10.204,10.512,10.129,9.751
SBN00001637,PCB0001,9.52,10.232,9.913,10.529,9.974,9.393,9.54,10.32,8.977,9.83
SBN00001638,PCB0001,10.48,9.933,10.021,9.509,10.485,10.384,9.789,10.002,9.429,10.216
SBN00001639,PCB0003,8.788,10.56,9.854,9.505,11.051,9.698,9.503,10.607,9.096,10.233
SBN00001640,PCB0002,9.413,10.005,9.244,10.003,9.655,9.929,10.041,9.521,10.373,10.044
SBN00001641,PCB0001,10.17,10.424,10.005,10.166,10.334,9.347,9.535,10.219,9.894,8.936
SBN00001642,PCB0001,10.167,9.969,9.067,10.012,10.01,10.73,10.577,10.142,9.462,9.874
SBN00001643,PCB0003,9.641,9.944,9.572,10.473,9.807,9.901,9.377,10.176,9.373,9.418
SBN00001644,PCB0002,9.67,10.478,10.101,10.365,9.639,9.492,9.971,10.849,9.549,10.538
SBN00001645,PCB0003,11.017,10.565,9.1,10.276,9.496,9.878,10.401,10.355,9.506,9.906
SBN00001646,PCB0001,9.597,10.545,10.546,9.133,10.92,9.89,9.887,9.757,10.039,9.932
SBN00001647,PCB0002,10.045,10.201,10.271,9.108,9.315,9.814,10.454,9.132,10.633,9.642
SBN00001648,PCB0002,9.183,8.979,10.534,9.467,10.194,9.775,10.314,10.211,9.735,10.264
SBN00001649,PCB0001,9.753,10.076,9.834,9.794,9.146,9.829,11.128,9.283,11.299,10.256
SBN00001650,PCB0002,10.52,10.372,9.987,10.309,9.958,10.521,9.249,9.97,10.789,10.095
SBN00001651,PCB0003,9.777,9.791,9.047,9.284,9.236,9.652,9.707,9.83,10.667,10.116
SBN00001652,PCB0001,10.45,9.811,9.814,9.358,9.833,10.872,10.467,9.255,10.614,9.589
SBN00001653,PCB0002,9.491,9.749,9.462,9.262,10.28,8.478,8.969,10.7,9.682,9.119
SBN00001654,PCB0002,10.411,10.567,9.971,15.328,10.14,10.354,9.39,9.949,10.823,10.575
SBN00001655,PCB0002,9.772,10.845,9.965,10.63,10.919,9.948,9.279,10.741,10.664,9.218
SBN00001656,PCB0003,9.896,10.831,9.637,10.782,10.386,9.989,10.11,10.117,10.481,10.078
SBN00001657,PCB0002,10.396,11.031,10.159,10.995,9.556,9.478,10.62,10.368,9.747,10.627
SBN00001658,PCB0001,9.337,10.108,9.453,10.178,10.883,9.838,10.473,9.693,9.924,9.89
SBN00001659,PCB0001,9.862,9.597,9.772,9.854,9.393,9.995,10.585,9.465,9.55,10.648
SBN00001660,PCB0003,10.334,10.947,10.497,10.117,10.541,9.514,10.127,9.364,9.664,10.131
SBN00001661,PCB0003,10.125,9.114,9.845,10.268,10.941,10.193,9.479,10.683,9.628,10.462
SBN00001662,PCB0001,9.998,10.203,10.023,9.551,10.2,9.652,9.205,9.616,10.327,10.213
SBN00001663,PCB0003,10.439,9.816,10.195,10.606,10.185,9.742,9.764,10.466,10.195,10.013
SBN00001664,PCB0002,9.877,9.778,10.285,10.475,9.681,10.335,9.279,10.472,10.061,10.317
SBN00001665,PCB0001,9.758,10.124,9.641,9.849,9.998,11.229,9.928,9.531,9.892,10.067
SBN00001666,PCB0003,10.208,9.665,10.037,14.634,9.798,9.945,10.515,10.99,9.766,9.841
SBN00001667,PCB0001,9.885,10.619,10.117,10.173,10.444,9.609,10.439,10.285,10.466,10.504
SBN00001668,PCB0001,9.865,10.266,9.097,10.428,9.88,10.728,9.258,10.05,10.208,9.444
SBN00001669,PCB0001,10.179,10.463,10.492,10.305,9.187,9.643,9.487,10.639,9.633,10.074
SBN00001670,PCB0001,10.017,9.692,9.623,10.746,10.38,10.015,10.133,10.119,10.197,10.935
SBN00001671,PCB0001,9.908,9.079,9.919,14.925,10.124,9.684,10.238,10.871,10.183,10.572
SBN00001672,PCB0001,10.135,9.695,10.163,9.653,10.127,10.933,10.513,10.252,9.972,9.939
SBN00001673,PCB0003,10.291,9.621,10.559,9.878,10.684,9.706,8.982,9.797,9.456,9.51
SBN00001674,PCB0003,10.109,9.531,10.39,10.088,10.516,10.878,9.562,10.009,9.196,10.562
SBN00001675,PCB0002,9.647,9.906,10.148,10.169,10.825,10.078,10.131,9.927,10.52,10.143
SBN00001676,PCB0002,10.356,10.949,10.234,9.588,9.585,9.641,9.578,10.297,10.165,9.319
SBN00001677,PCB0003,10.794,9.568,10.039,10.254,9.523,10.847,10.099,10.766,9.203,9.738
SBN00001678,PCB0001,11.139,10.21,10.751,9.57,9.393,9.909,9.719,10.221,9.277,10.626
SBN00001679,PCB0002,10.465,10.293,10.494,10.025,9.782,9.221,10.03,10.091,10.263,10.031
SBN00001680,PCB0001,9.009,10.539,10.397,10.315,9.568,10.341,9.493,9.986,9.552,9.799
SBN00001681,PCB0002,10.505,10.064,10.029,10.435,9.444,9.539,9.927,9.173,9.555,10.453
SBN00001682,PCB0001,9.981,10.555,10.106,15.329,9.033,10.003,9.745,9.875,9.705,10.611
SBN00001683,PCB0001,10.194,10.287,9.953,10.009,10.329,10.509,9.771,10.111,10.107,9.813
SBN00001684,PCB0003,10.245,10.293,9.858,10.114,10.585,10.288,9.644,9.227,10.329,10.833
SBN00001685,PCB0002,9.791,10.036,9.223,9.843,10.263,10.288,9.464,8.939,10.004,10.139
SBN00001686,PCB0003,10.455,10.347,10.18,10.594,10.003,9.801,9.902,10.011,9.173,9.818
SBN00001687,PCB0001,10.073,9.83,9.773,9.079,9.7,10.227,9.11,9.695,9.598,9.905
SBN00001688,PCB0003,9.901,9.713,11.343,10.11,10.227,11.113,9.762,9.147,10.578,10.226
SBN00001689,PCB0003,10.202,10.896,9.998,9.093,10.736,10.389,10.101,9.452,10.73,9.745
SBN00001690,PCB0003,10.505,10.213,9.493,9.882,9.42,9.945,10.048,10.252,9.501,10.208
SBN00001691,PCB0002,10.807,9.693,9.192,10.025,9.144,9.887,9.254,10.747,10.229,9.835
SBN00001692,PCB0003,9.755,9.875,10.509,15.362,9.75,10.154,10.143,10.215,9.111,9.309
SBN00001693,PCB0003,10.083,9.892,10.849,10.061,10.043,9.394,10.367,10.196,10.383,9.135
SBN00001694,PCB0002,10.264,10.16,10.248,15.227,9.943,11.139,11.167,9.736,10.487,10.088
SBN00001695,PCB0003,10.692,10.495,9.971,9.386,10.062,10.098,9.945,10.069,10.634,9.228
SBN00001696,PCB0003,10.819,9.79,10.187,11.151,10.384,9.767,10.137,9.793,10.213,10.358
SBN00001697,PCB0003,9.674,9.411,10.257,10.735,10.402,9.981,10.09,9.648,10.415,9.886
SBN00001698,PCB0002,10.379,10.214,9.66,10.453,9.628,10.351,10.443,10.177,10.606,10.338
SBN00001699,PCB0001,10.312,9.036,9.967,15.265,9.406,10.506,9.617,8.549,10.613,10.208
SBN00001700,PCB0001,9.352,11.288,9.841,9.546,10.325,9.19,10.494,10.102,9.762,8.908
SBN00001701,PCB0003,10.522,10.224,9.641,9.524,11.216,9.614,10.149,10.158,9.733,10.342
SBN00001702,PCB0002,10.351,9.63,8.876,15.271,9.536,9.682,10.802,10.084,10.167,9.96
SBN00001703,PCB0001,11.069,9.273,9.74,9.735,9.721,11.045,9.985,9.15,10.398,9.252
SBN00001704,PCB0002,9.472,9.156,9.662,10.589,9.953,10.032,10.002,9.559,10.294,9.394
SBN00001705,PCB0003,10.339,9.918,8.991,10.57,10.233,10.53,9.801,9.469,10.333,10.116
SBN00001706,PCB0003,10.132,9.402,9.321,9.46,9.838,10.02,10.665,10.21,10.023,9.663
SBN00001707,PCB0002,10.124,10.044,9.173,9.805,10.562,10.351,10.16,9.864,8.978,10.601
SBN00001708,PCB0001,9.504,10.654,10.077,10.55,10.559,10.992,9.783,10.086,9.188,10.655
SBN00001709,PCB0002,9.914,9.712,10.301,10.602,10.329,9.489,9.532,8.93,10.535,9.885
SBN00001710,PCB0001,9.342,9.631,11.255,14.713,10.3,9.221,11.001,10.133,9.92,9.984
SBN00001711,PCB0003,9.901,10.498,10.176,10.377,10.229,9.874,9.288,11.155,9.48,10.133
SBN00001712,PCB0003,9.589,10.113,9.922,14.513,10.075,10.408,9.769,9.422,10.291,10.132
SBN00001713,PCB0003,10.307,9.299,9.928,10.219,10.048,9.759,10.285,9.24,10.098,9.909
SBN00001714,PCB0001,10.02,10.28,10.135,9.351,9.882,10.469,10.561,10.566,9.822,10.201
SBN00001715,PCB0001,11.007,9.811,9.253,9.833,10.477,10.321,10.038,10.328,10.091,9.672
SBN00001716,PCB0002,10.479,9.647,9.832,9.515,9.139,10.602,10.188,10.109,9.965,10.114
SBN00001717,PCB0002,10.259,8.929,10.019,10.341,9.433,9.587,9.537,9.7,9.629,10.049
SBN00001718,PCB0001,10.343,9.882,8.958,15.1,9.447,9.383,10.196,10.383,9.506,9.972
SBN00001719,PCB0001,10.126,8.925,9.938,14.878,9.915,9.548,9.784,10.04,9.34,9.532
SBN00001720,PCB0002,10.122,10.483,10.515,11.468,8.76,10.38,9.985,9.513,10.608,9.545
SBN00001721,PCB0002,10.559,9.789,10.383,10.894,10.114,9.695,10.884,10.329,9.923,10.655
SBN00001722,PCB0002,9.782,10.195,10.2,10.001,10.47,9.342,9.646,9.667,10.375,9.92
SBN00001723,PCB0003,9.89,9.696,9.921,9.913,9.815,9.992,10.356,9.77,10.668,9.279
SBN00001724,PCB0002,9.25,9.974,9.149,9.426,9.946,11.563,9.599,10.813,10.667,10.729
SBN00001725,PCB0003,9.76,9.944,9.677,14.48,10.655,10.479,9.915,9.601,9.528,9.958
SBN00001726,PCB0003,11.205,9.955,9.035,10.766,10.742,9.773,9.887,10.323,9.596,8.642
SBN00001727,PCB0002,9.362,10.521,10.485,14.807,10.062,9.388,9.924,10.403,9.725,10.324
SBN00001728,PCB0001,10.698,9.945,10.444,10.158,9.848,10.872,9.636,10.101,10.722,10.166
SBN00001729,PCB0003,9.742,9.743,9.624,10.433,9.928,10.642,9.998,10.321,10.33,10.658
SBN00001730,PCB0003,10.101,9.757,10.447,10.59,10.071,9.768,10.43,9.029,10.458,10.196
SBN00001731,PCB0002,9.757,10.238,10.168,15.01,8.729,8.769,9.544,9.763,10.743,10.459
SBN00001732,PCB0001,9.767,10.219,9.722,10.325,10.911,10.119,10.2,10.724,9.391,9.004
SBN00001733,PCB0003,10.263,11.224,10.608,10.881,10.337,10.186,10.387,10.043,9.912,9.561
SBN00001734,PCB0001,9.778,9.836,10.013,11.523,9.269,10.546,9.67,10.737,9.802,9.322
SBN00001735,PCB0002,9.344,9.447,9.288,14.465,10.453,9.254,10.04,10.147,9.729,10.121
SBN00001736,PCB0003,9.524,9.277,10.942,9.778,9.825,9.74,10.357,10.318,10.485,9.618
SBN00001737,PCB0003,9.17,10.516,10.532,15.217,10.294,9.983,10.082,9.813,10.62,10.664
SBN00001738,PCB0001,9.926,9.365,9.648,10.065,10.189,10.229,9.711,10.353,10.034,9.794
SBN00001739,PCB0003,9.694,10.703,10.907,9.785,9.948,10.518,9.479,9.494,10.128,9.292
SBN00001740,PCB0003,9.548,9.483,10.479,8.952,9.885,9.848,9.908,10.364,11.011,10.208
SBN00001741,PCB0001,10.181,9.883,10.108,9.859,10.642,9.848,9.983,9.657,10.175,10.694
SBN00001742,PCB0002,10.176,10.226,9.316,9.688,10.471,9.573,9.836,10.71,10.817,9.477
SBN00001743,PCB0003,9.793,9.379,10.187,9.159,9.008,11.069,10.37,10.367,10.948,10.058
SBN00001744,PCB0001,10.572,9.985,10.638,10.632,10.136,10.615,10.265,10.295,10.261,10.096
SBN00001745,PCB0002,10.871,9.528,9.464,10.813,10.891,9.821,10.309,9.944,10.438,9.736
SBN00001746,PCB0002,10.75,9.959,10.324,10.139,9.506,11.171,10.167,10.305,10.968,10.019
SBN00001747,PCB0001,9.974,10.843,10.792,10.237,10.528,10.301,9.727,9.765,10.097,10.237
SBN00001748,PCB0002,9.972,9.949,9.956,10.001,10.478,9.701,10.13,9.713,9.875,10.29
SBN00001749,PCB0001,9.731,10.389,9.953,9.003,9.104,10.148,10.179,10.144,9.325,9.776
SBN00001750,PCB0002,9.915,9.207,9.898,9.364,9.747,9.536,9.807,10.63,10.173,10.106
SBN00001751,PCB0002,9.831,11.141,9.332,9.883,9.634,10.442,10.057,9.449,10.141,9.685
SBN00001752,PCB0001,9.612,9.459,9.623,10.009,10.331,10.363,10.376,9.849,9.973,10.415
SBN00001753,PCB0003,10.279,10.129,10.593,10.127,9.894,9.915,9.426,9.826,9.988,9.818
SBN00001754,PCB0003,10.922,10.39,10.926,9.76,10.439,9.453,9.808,10.548,9.929,9.863
SBN00001755,PCB0003,10.645,9.819,10.745,14.924,8.959,10.381,9.988,9.905,10.179,9.58
SBN00001756,PCB0002,9.81,10.095,10.891,14.926,9.887,11.056,10.53,9.954,9.827,9.972
SBN00001757,PCB0003,9.969,10.305,10.393,9.529,10.122,9.701,10.019,10.494,10.886,9.002
SBN00001758,PCB0001,9.792,10.477,10.241,15.088,9.941,10.689,10.011,10.059,9.809,9.312
SBN00001759,PCB0003,9.335,9.382,10.278,10.675,9.551,10.974,10.491,10.773,10.655,9.96
SBN00001760,PCB0003,9.958,10.027,9.695,10.376,10.221,10.786,9.904,9.09,8.987,10.082
SBN00001761,PCB0001,10.071,9.964,10.48,9.953,10.495,9.89,9.576,9.168,10.893,9.757
SBN00001762,PCB0003,10.077,10.473,9.17,10.052,10.197,9.799,9.647,9.659,9.989,10.663
SBN00001763,PCB0002,9.51,9.339,10.259,14.259,10.645,10.122,9.974,9.564,10.355,10.966
SBN00001764,PCB0001,9.497,8.978,9.988,9.965,10.139,10.16,10.026,9.734,9.984,10.001
SBN00001765,PCB0002,10.085,9.729,10.462,10.367,10.256,9.709,8.842,10.811,9.567,10.543
SBN00001766,PCB0003,10.308,9.946,9.778,9.649,10.261,9.929,10.069,10.295,9.808,9.202
SBN00001767,PCB0001,10.745,10.375,11.048,10.793,9.351,9.905,8.946,9.701,10.169,9.055
SBN00001768,PCB0003,9.768,9.346,10.321,10.235,9.231,10.412,10.16,10.016,10.428,9.987
SBN00001769,PCB0002,9.507,10.528,9.138,10.321,9.873,10.279,9.745,9.591,10.581,10.426
SBN00001770,PCB0002,9.759,10.292,10.068,9.96,9.868,9.455,10.48,10.293,10.321,10.019
SBN00001771,PCB0003,9.016,9.436,10.513,10.428,10.365,10.574,9.339,10.09,9.912,10.329
SBN00001772,PCB0001,10.206,10.349,9.724,10.1,10.173,9.286,10.383,10.406,9.552,9.618
SBN00001773,PCB0002,11.348,9.844,10.8,10.226,9.813,9.786,9.665,10.771,10.552,10.226
SBN00001774,PCB0003,9.786,9.873,10.466,10.083,9.388,10.131,10.621,10.166,10.113,10.613
SBN00001775,PCB0003,9.375,10.139,8.557,9.63,9.912,9.163,9.237,10.802,9.04,10.301
SBN00001776,PCB0003,9.464,10.3,11.012,10.489,10.059,10.526,10.106,10.095,8.974,9.917
